Food code,Main food description
54408017,"Pretzels, hard, plain, lightly salted"
54408030,"Pretzels, hard, plain, unsalted"
54408035,"Pretzels, hard, flavored"
54408070,"Pretzels, hard, multigrain"
54408081,"Pretzels, hard, plain, gluten free"
54408082,"Pretzels, hard, flavored, gluten free"
54408105,"Pretzel chips, hard, plain"
54408110,"Pretzel chips, hard, flavored"
54408115,"Pretzel chips, hard, gluten free"
54408190,"Pretzels, hard, coated"
54408200,"Pretzels, hard, chocolate coated"
54408210,"Pretzels, hard, white chocolate coated"
54408250,"Pretzels, hard, yogurt coated"
54408260,"Pretzels, hard, coated, gluten free"
54408290,"Pretzels, hard, filled"
54408300,"Pretzels, hard, cheese filled"
54408310,"Pretzels, hard, peanut butter filled"
54408400,"Pretzels, soft"
54408405,"Pretzels, soft, ready-to-eat"
54408410,"Pretzels, soft, ready-to-eat, salted, buttered"
54408411,"Pretzels, soft, ready-to-eat, unsalted, buttered"
54408415,"Pretzels, soft, ready-to-eat, salted, no butter"
54408416,"Pretzels, soft, ready-to-eat, unsalted, no butter"
54408420,"Pretzels, soft, ready-to-eat, cinnamon sugar coated"
54408422,"Pretzels, soft, ready-to-eat, coated or flavored"
54408430,"Pretzels, soft, ready-to-eat, topped with meat"
54408432,"Pretzels, soft, ready-to-eat, topped with cheese"
54408450,"Pretzels, soft, from frozen"
54408455,"Pretzels, soft, from frozen, salted"
54408456,"Pretzels, soft, from frozen, unsalted"
54408460,"Pretzels, soft, from frozen, cinnamon sugar coated"
54408462,"Pretzels, soft, from frozen, coated or flavored"
54408465,"Pretzels, soft, from frozen, topped with meat"
54408466,"Pretzels, soft, from frozen, topped with cheese"
54408470,"Pretzels, soft, filled with cheese"
54408475,"Pretzels, soft, from school lunch"
54408480,"Pretzels, soft, multigrain"
54408485,"Pretzels, soft, gluten free"
54408486,"Pretzels, soft, gluten free, cinnamon sugar coated"
54408487,"Pretzels, soft, gluten free, coated or flavored"
54420210,Multigrain chips (Sun Chips)
54420220,"Snack mix, plain (Chex Mix)"
54440010,Bagel chips
54440020,Cracker chips
55100005,Pancakes
55100010,"Pancakes, plain, frozen"
55100020,"Pancakes, fruit, frozen"
55100025,"Pancakes, chocolate, frozen"
55100030,"Pancakes, whole grain, frozen"
55100050,"Pancakes, plain, fast food / restaurant"
55100055,"Pancakes, fruit, fast food / restaurant"
55100060,"Pancakes, chocolate, fast food / restaurant"
55100065,"Pancakes, whole grain, fast food / restaurant"
55100080,"Pancakes, school"
55101000,"Pancakes, plain"
55101015,"Pancakes, plain, reduced fat"
55103000,"Pancakes, fruit"
55103020,"Pancakes, pumpkin"
55103100,"Pancakes, chocolate"
55105200,"Pancakes, whole grain"
55105205,"Pancakes, whole grain, reduced fat"
55106000,"Pancakes, gluten free"
55200010,Waffle
55200020,"Waffle, plain, frozen"
55200030,"Waffle, plain, reduced fat"
55200040,"Waffle, fruit, frozen"
55200050,"Waffle, chocolate, frozen"
55200060,"Waffle, whole grain, frozen"
55200070,"Waffle, whole grain, reduced fat"
55200080,"Waffle, whole grain, fruit, frozen"
55200100,"Waffle, plain, fast food / restaurant"
55200110,"Waffle, chocolate, fast food / restaurant"
55200120,"Waffle, fruit, fast food / restaurant"
55200130,"Waffle, whole grain, fast food / restaurant"
55200200,"Waffle, school"
55201000,"Waffle, plain"
55203000,"Waffle, fruit"
55203600,"Waffle, chocolate"
55203700,"Waffle, cinnamon"
55205000,"Waffle, whole grain"
55208000,"Waffle, gluten free"
55300010,French toast
55300020,"French toast, frozen"
55300050,"French toast, fast food / restaurant"
55300060,"French toast, school"
55301000,"French toast, plain"
55301015,"French toast, whole grain"
55301025,"French toast, gluten free"
55301031,French toast sticks
55301040,"French toast sticks, fast food / restaurant"
55301048,"French toast sticks, school"
55400010,Crepe
55401000,"Crepe, plain"
55501000,Chinese pancake
55610300,"Dumpling, no meat"
55701000,Cake made with glutinous rice
55702000,Idli
55702100,"Dosa, plain"
55703000,Cake made with glutinous rice and dried beans
55801000,Funnel cake with sugar
55801010,Funnel cake with sugar and fruit
56104000,"Pasta, vegetable, cooked"
56112000,"Noodles, cooked"
56113000,"Noodles, whole grain, cooked"
56113990,"Noodles, vegetable, cooked"
56116000,"Noodles, chow mein"
56116990,"Long rice noodles, made from mung beans, cooked"
56117090,"Rice noodles, cooked"
56130000,"Pasta, cooked"
56132990,"Pasta, whole grain, cooked"
56140100,"Pasta, gluten free"
56200300,"Cereal, cooked"
56200410,Barley
56200510,Buckwheat groats
56200990,Grits
56201050,"Grits, regular or quick, made with water, not specified as to fat"
56201051,"Grits, regular or quick, made with water, no added fat"
56201052,"Grits, regular or quick, made with water, fat added"
56201090,"Grits, with cheese, not specified as to fat"
56201091,"Grits, with cheese, no added fat"
56201092,"Grits, with cheese, fat added"
56201210,"Grits, instant, made with water, no added fat"
56201220,"Grits, instant, made with water, fat added"
56201230,"Grits, instant, made with water, not specified as to fat"
56201515,"Cornmeal mush, not specified as to fat"
56201516,"Cornmeal mush, no added fat"
56201517,"Cornmeal mush, fat added"
56201600,"Masa harina, cooked"
56202000,Millet
56202900,"Oatmeal, fast food, plain"
56202905,"Oatmeal, fast food, flavored"
56202960,Oatmeal
56203056,"Oatmeal, regular or quick, made with water, no added fat"
56203057,"Oatmeal, regular or quick, made with water, fat added"
56203066,"Oatmeal, regular or quick, made with milk, no added fat"
56203067,"Oatmeal, regular or quick, made with milk, fat added"
56203076,"Oatmeal, regular or quick, made with non-dairy milk, no added fat"
56203077,"Oatmeal, regular or quick, made with non-dairy milk, fat added"
56203086,"Oatmeal, instant, plain, made with water, no added fat"
56203087,"Oatmeal, instant, plain, made with water, fat added"
56203096,"Oatmeal, instant, plain, made with milk, no added fat"
56203097,"Oatmeal, instant, plain, made with milk, fat added"
56203106,"Oatmeal, instant, plain, made with non-dairy milk, no added fat"
56203107,"Oatmeal, instant, plain, made with non-dairy milk, fat added"
56203130,"Oatmeal, instant, maple flavored, no added fat"
56203135,"Oatmeal, instant, maple flavored, fat added"
56203155,"Oatmeal, instant, fruit flavored, no added fat"
56203160,"Oatmeal, instant, fruit flavored, fat added"
56203555,"Oatmeal, reduced sugar"
56203610,"Oatmeal, multigrain"
56204000,"Quinoa, not specified as to fat"
56204005,"Quinoa, no added fat"
56204010,"Quinoa, fat added"
56205000,"Rice, cooked"
56205001,"Rice, white, cooked, not specified as to fat"
56205002,"Rice, white, cooked, made with oil"
56205004,"Rice, white, cooked, made with butter"
56205006,"Rice, white, cooked, made with margarine"
56205007,"Rice, white, cooked, fat added, not specified as to fat type"
56205008,"Rice, white, cooked, no added fat"
56205011,"Rice, brown, cooked, not specified as to fat"
56205012,"Rice, brown, cooked, fat added, made with oil"
56205014,"Rice, brown, cooked, made with butter"
56205016,"Rice, brown, cooked, made with margarine"
56205017,"Rice, brown, cooked, fat added, not specified as to fat type"
56205018,"Rice, brown, cooked, no added fat"
56205050,Cream of rice
56205060,"Rice, cooked, with milk"
56205070,"Rice, sweet, cooked with honey"
56205101,Congee
56205130,"Yellow rice, cooked, not specified as to fat"
56205150,"Yellow rice, cooked, no added fat"
56205170,"Yellow rice, cooked, fat added"
56205190,"Rice, white, cooked, glutinous"
56205205,"Rice, wild, 100%, cooked, not specified as to fat"
56205210,"Rice, wild, 100%, cooked, no added fat"
56205215,"Rice, wild, 100%, cooked, fat added"
56205300,"Rice, white and wild, cooked, no added fat"
56205310,"Rice, brown and wild, cooked, no added fat"
56205320,"Rice, white and wild, cooked, fat added"
56205330,"Rice, white and wild, cooked, not specified as to fat"
56205340,"Rice, brown and wild, cooked, fat added"
56205350,"Rice, brown and wild, cooked, not specified as to fat"
56205410,"Rice, white, cooked with fat, Puerto Rican style"
56206990,Cream of wheat
56207016,"Cream of wheat, regular or quick, made with water, no added fat"
56207017,"Cream of wheat, regular or quick, made with water, fat added"
56207030,"Cream of wheat, instant, made with water, no added fat"
56207060,"Cream of wheat, instant, made with water, fat added"
56207110,"Bulgur, no added fat"
56207120,"Bulgur, fat added"
56207130,"Bulgur, not specified as to fat"
56207160,"Couscous, plain, cooked"
56207200,"Whole wheat cereal, cooked"
56207370,"Wheat cereal, chocolate flavored, cooked"
56208500,"Oat bran cereal, cooked"
57100100,"Cereal, ready-to-eat"
57103100,"Cereal, O's, flavored"
57119000,"Cereal, crunch"
57123000,"Cereal, O's, plain"
57124200,"Cereal, chocolate puffs"
57125000,"Cereal, cinnamon toast"
57126000,"Cereal, chocolate crispy"
57132000,"Cereal, corn squares"
57134000,"Cereal, corn flakes, plain"
57137000,"Cereal, corn puffs"
57151000,"Cereal, rice crispy, plain"
57207000,"Cereal, bran flakes, plain"
57214000,"Cereal, shredded wheat, flavored"
57216000,"Cereal, rice crispy, flavored"
57221700,"Cereal, fruit rings"
57223000,"Cereal, fruit crispy"
57227000,"Cereal, granola"
57237100,"Cereal, oat bunches"
57240100,"Cereal, corn squares, flavored"
57241000,"Cereal, O's, honey nut"
57301600,"Cereal, multigrain"
57304100,"Cereal, oat squares"
57305150,"Cereal, frosted oats with marshmallows"
57308400,"Cereal, O's, multigrain"
57329000,"Cereal, bran flakes, flavored"
57336000,"Cereal, rice squares"
57344000,"Cereal, K's, plain"
57344010,"Cereal, K's, flavored"
57347000,"Cereal, flavored puffs"
57348000,"Cereal, corn flakes, flavored"
57401100,"Cereal, O's"
57411000,"Cereal, wheat squares"
57412000,Wheat germ
57416000,"Cereal, plain puffs"
57417000,"Cereal, shredded wheat, plain"
57418000,"Cereal, wheat flakes"
57420100,"Cereal, other"
57420110,"Cereal, other, plain"
57420120,"Cereal, other, fruit flavored"
57420130,"Cereal, other, chocolate"
57420140,"Cereal, other, peanut butter"
57420150,"Cereal, other, honey"
57420160,"Cereal, reduced sugar"
57601100,Wheat bran
57602100,"Oats, raw"
57602500,"Cereal, oat bran, ready-to-eat"
57801000,"Baby Toddler cereal, barley, dry"
57804000,"Baby Toddler cereal, oatmeal, dry"
57805000,"Baby Toddler cereal, rice, dry"
57805090,"Baby Toddler cereal, rice with fruit, dry"
57806000,"Baby Toddler cereal, multigrain with fruit, dry"
57806050,"Baby Toddler cereal, multigrain, dry"
57806100,"Baby Toddler cereal, oatmeal with fruit, dry"
57820000,Baby Toddler cereal
57820100,"Baby Toddler cereal, rice, ready-to-eat"
57820200,"Baby Toddler cereal, oatmeal, ready-to-eat"
57820300,"Baby Toddler cereal, multigrain, ready-to-eat"
57822000,"Baby Toddler cereal, multigrain with fruit, ready-to-eat"
57823000,"Baby Toddler cereal, oatmeal with fruit, ready-to-eat"
57824000,"Baby Toddler cereal, rice with fruit, ready-to-eat"
58100360,Chilaquiles
58101830,Frito pie
58101835,Mexican pizza
58101930,Taco or tostada salad with meat
58101935,Taco or tostada salad with chicken
58101940,"Taco or tostada salad, meatless"
58101945,Taco or tostada salad with meat and sour cream
58101950,Taco or tostada salad with chicken and sour cream
58101955,"Taco or tostada salad, meatless with sour cream"
58102000,Taco
58102010,"Taco, corn tortilla, beef, cheese"
58102020,"Taco, corn tortilla, beef, with beans, cheese"
58102030,"Taco, corn tortilla, pork, cheese"
58102040,"Taco, corn tortilla, pork, with beans, cheese"
58102050,"Taco, corn tortilla, chicken, cheese"
58102060,"Taco, corn tortilla, chicken, with beans, cheese"
58102070,"Taco, corn tortilla, with beans, cheese"
58102110,"Taco, flour tortilla, beef, cheese"
58102120,"Taco, flour tortilla, beef, with beans, cheese"
58102130,"Taco, flour tortilla, pork, cheese"
58102140,"Taco, flour tortilla, pork, with beans, cheese"
58102150,"Taco, flour tortilla, chicken, cheese"
58102160,"Taco, flour tortilla, chicken, with beans, cheese"
58102170,"Taco, flour tortilla, with beans, cheese"
58102210,"Taco, fish"
58102220,"Taco, meat, no cheese"
58102230,"Taco, meat, with beans, no cheese"
58102240,"Taco, with beans, no cheese"
58102250,"Taco, cheese only"
58102300,Burrito
58102310,"Burrito, beef, cheese"
58102320,"Burrito, beef, with rice, cheese"
58102330,"Burrito, beef, with beans, cheese"
58102340,"Burrito, beef, with beans and rice, cheese"
58102410,"Burrito, pork, cheese"
58102420,"Burrito, pork, with rice, cheese"
58102430,"Burrito, pork, with beans, cheese"
58102440,"Burrito, pork, with beans and rice, cheese"
58102510,"Burrito, chicken, cheese"
58102520,"Burrito, chicken, with rice, cheese"
58102530,"Burrito, chicken, with beans, cheese"
58102540,"Burrito, chicken, with beans and rice, cheese"
58102605,"Burrito, with beans, no cheese"
58102610,"Burrito, with beans, cheese"
58102620,"Burrito, with beans and rice, cheese"
58102630,"Burrito, meat, no cheese"
58102640,"Burrito, meat, with rice, no cheese"
58102650,"Burrito, meat, with beans, no cheese"
58102660,"Burrito, meat, with beans and rice, no cheese"
58102680,"Burrito, cheese only"
58102700,Burrito bowl
58102710,"Burrito bowl, beef or pork"
58102720,"Burrito bowl, beef or pork, with rice"
58102730,"Burrito bowl, beef or pork, with beans"
58102740,"Burrito bowl, beef or pork, with beans and rice"
58102750,"Burrito bowl, chicken"
58102760,"Burrito bowl, chicken, with rice"
58102770,"Burrito bowl, chicken, with beans"
58102780,"Burrito bowl, chicken, with beans and rice"
58102790,"Burrito bowl, with beans"
58102800,Enchilada
58102810,"Enchilada, beef"
58102820,"Enchilada, pork"
58102830,"Enchilada, chicken"
58102840,"Enchilada, no meat"
58103100,Tamale
58103120,"Tamale, beef"
58103125,"Tamale, pork"
58103130,"Tamale, chicken"
58103250,"Tamale, no meat"
58103310,Tamale casserole with meat
58104105,Nachos
58104120,"Nachos, cheese only"
58104130,"Nachos, beef or pork"
58104135,"Nachos, beef or pork, with beans"
58104150,"Nachos, chicken"
58104165,"Nachos, chicken, with beans"
58104170,"Nachos, with beans"
58104255,"Gordita, cheese only"
58104260,"Gordita, with beans"
58104290,"Gordita, meat"
58104295,"Gordita, meat, with beans"
58104500,"Chimichanga, meat"
58104520,"Chimichanga, with beans"
58104530,"Chimichanga, chicken"
58104700,Quesadilla
58104710,"Quesadilla, cheese only"
58104730,"Quesadilla, beef or pork"
58104740,"Quesadilla, chicken"
58104750,"Quesadilla, with vegetables"
58104760,"Quesadilla, beef or pork, with vegetables"
58104770,"Quesadilla, chicken, with vegetables"
58104780,"Quesadilla, egg"
58104790,"Quesadilla, egg, with meat"
58104800,"Taquito, cheese only"
58104825,"Taquito, beef or pork"
58104835,"Taquito, chicken"
58104900,"Taquito, egg"
58104990,Fajita
58105000,"Fajita, chicken"
58105050,"Fajita, beef or pork"
58105060,"Fajita, shrimp"
58105075,"Fajita, vegetable"
58105100,"Pupusa, cheese only"
58105105,"Pupusa, with beans"
58105110,"Pupusa, meat"
58105120,"Pupusa, meat, with beans"
58106200,"Pizza, cheese, from frozen, thin crust"
58106205,"Pizza, cheese, from frozen, thick crust"
58106210,"Pizza, cheese, from restaurant or fast food, not specified as to type of crust"
58106220,"Pizza, cheese, from restaurant or fast food, thin crust"
58106225,"Pizza, cheese, from restaurant or fast food, medium crust"
58106230,"Pizza, cheese, from restaurant or fast food, thick crust"
58106233,"Pizza, cheese, stuffed crust"
58106234,"Pizza, cheese, from school lunch, medium crust"
58106235,"Pizza, cheese, from school lunch, thin crust"
58106236,"Pizza, cheese, from school lunch, thick crust"
58106250,"Pizza, extra cheese, thin crust"
58106260,"Pizza, extra cheese, thick crust"
58106300,"Pizza, cheese, with vegetables, from frozen, thin crust"
58106305,"Pizza, cheese with vegetables, from frozen, thick crust"
58106320,"Pizza, cheese, with vegetables, from restaurant or fast food, thin crust"
58106325,"Pizza, cheese, with vegetables, from restaurant or fast food, medium crust"
58106330,"Pizza, cheese, with vegetables, from restaurant or fast food, thick crust"
58106345,"Pizza with cheese and extra vegetables, thin crust"
58106347,"Pizza with cheese and extra vegetables, medium crust"
58106350,"Pizza with cheese and extra vegetables, thick crust"
58106358,"Pizza, cheese, with fruit, thin crust"
58106359,"Pizza, cheese, with fruit, medium crust"
58106360,"Pizza, cheese, with fruit, thick crust"
58106512,"Pizza with pepperoni, from frozen, thin crust"
58106514,"Pizza with pepperoni, from frozen, medium crust"
58106516,"Pizza with pepperoni, from frozen, thick crust"
58106540,"Pizza with pepperoni, from restaurant or fast food, not specified as to type of crust"
58106550,"Pizza with pepperoni, from restaurant or fast food, thin crust"
58106555,"Pizza with pepperoni, from restaurant or fast food,  medium crust"
58106560,"Pizza with pepperoni, from restaurant or fast food, thick crust"
58106565,"Pizza with pepperoni, stuffed crust"
58106570,"Pizza with pepperoni, from school lunch, thin crust"
58106578,"Pizza, with pepperoni, from school lunch, medium crust"
58106580,"Pizza with pepperoni, from school lunch, thick crust"
58106602,"Pizza with meat other than pepperoni, from frozen, thin crust"
58106604,"Pizza with meat other than pepperoni, from frozen, medium crust"
58106606,"Pizza with meat other than pepperoni, from frozen, thick crust"
58106610,"Pizza with meat other than pepperoni, from restaurant or fast food, not specified as to type of crust"
58106620,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust"
58106625,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust"
58106630,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust"
58106633,"Pizza, with meat other than pepperoni, stuffed crust"
58106634,"Pizza, with meat other than pepperoni, from school lunch, medium crust"
58106635,"Pizza, with meat other than pepperoni, from school lunch, thin crust"
58106636,"Pizza, with meat other than pepperoni, from school lunch, thick crust"
58106650,"Pizza with extra meat, thin crust"
58106655,"Pizza with extra meat, medium crust"
58106660,"Pizza with extra meat, thick crust"
58106700,"Pizza with meat and vegetables, from frozen, thin crust"
58106702,"Pizza with meat and vegetables, from frozen, medium crust"
58106705,"Pizza with meat and vegetables, from frozen, thick crust"
58106720,"Pizza with meat and vegetables, from restaurant or fast food, thin crust"
58106725,"Pizza with meat and vegetables, from restaurant or fast food, medium crust"
58106730,"Pizza with meat and vegetables, from restaurant or fast food, thick crust"
58106736,"Pizza with extra meat and extra vegetables, thin crust"
58106737,"Pizza with extra meat and extra vegetables, thick crust"
58106738,"Pizza with extra meat and extra vegetables, medium crust"
58106750,"Pizza with meat and fruit, thin crust"
58106755,"Pizza with meat and fruit, medium crust"
58106760,"Pizza with meat and fruit, thick crust"
58106820,"Pizza with beans and vegetables, thin crust"
58106830,"Pizza with beans and vegetables, thick crust"
58107050,"Pizza, no cheese, thin crust"
58107100,"Pizza, no cheese, thick crust"
58107205,"White pizza, cheese, thin crust"
58107207,"White pizza, cheese, thick crust"
58107212,"White pizza, cheese, with vegetables, thin crust"
58107214,"White pizza, cheese, with vegetables, thick crust"
58107222,"White pizza, cheese, with meat, thin crust"
58107224,"White pizza, cheese, with meat, thick crust"
58107232,"White pizza, cheese, with meat and vegetables, thin crust"
58107234,"White pizza, cheese, with meat and vegetables, thick crust"
58108000,"Calzone, with cheese, meatless"
58108010,"Calzone, with meat and cheese"
58108050,Pizza rolls
58109015,"Pizza, cheese, whole wheat thin crust"
58109020,"Pizza, cheese, whole wheat thick crust"
58109030,"Pizza, with meat, whole wheat thin crust"
58109040,"Pizza, with meat, whole wheat thick crust"
58109050,"Pizza, cheese and vegetables, whole wheat thin crust"
58109060,"Pizza, cheese and vegetables, whole wheat thick crust"
58109100,"Pizza, cheese, gluten-free thin crust"
58109110,"Pizza, cheese, gluten-free thick crust"
58109120,"Pizza, with meat, gluten-free thin crust"
58109130,"Pizza, with meat, gluten-free thick crust"
58109140,"Pizza, cheese and vegetables, gluten-free thin crust"
58109150,"Pizza, cheese and vegetables, gluten-free thick crust"
58109210,Breakfast pizza with egg
58110110,"Egg roll, meatless"
58110120,"Egg roll, with shrimp"
58110130,"Egg roll, with beef and/or pork"
58110170,"Egg roll, with chicken or turkey"
58110200,"Roll with meat and/or shrimp, vegetables and rice paper, not fried"
58111110,"Wonton, dumpling or pot sticker, fried"
58111120,"Wonton, dumpling or pot sticker, fried, no meat"
58111200,"Puffs, fried, crab meat and cream cheese filled"
58112510,"Wonton, dumpling or pot sticker, steamed"
58116100,Empanada
58116115,"Empanada, no meat"
58116117,"Empanada, beef"
58116120,"Empanada, beef, with vegetables"
58116125,"Empanada, chicken"
58116130,"Empanada, chicken, with vegetables"
58117210,"Cornmeal stick, Puerto Rican style"
58117310,"Kibby, Puerto Rican style"
58117410,Bacalaitos fritos
58117510,"Hayacas, Puerto Rican style"
58120110,"Crepe, with meat"
58121610,Pierogi
58122210,"Gnocchi, cheese"
58122220,"Gnocchi, potato"
58122320,Knish
58123110,Bao bun
58123120,"Bao bun, no meat"
58124210,"Pastry, cheese-filled"
58124220,"Pastry, egg and cheese filled"
58124230,"Pastry, meat / poultry-filled"
58124250,Spanakopita
58124500,Samosa
58125110,"Quiche with meat, poultry or fish"
58125120,"Spinach quiche, meatless"
58125180,"Cheese quiche, meatless"
58126100,Turnover or hot pocket
58126105,"Turnover or hot pocket, meatless"
58126125,"Turnover or hot pocket, beef"
58126130,"Turnover or hot pocket, ham"
58126150,"Turnover or hot pocket, pizza pocket, meat"
58126160,"Turnover or hot pocket, pizza pocket"
58126270,"Turnover or hot pocket, chicken"
58126275,"Turnover, seafood"
58126290,Turnover or lean pocket
58126400,"Turnover or breakfast pocket, egg"
58128000,Biscuit with gravy
58128110,Chicken cornbread
58128120,Cornmeal dressing with chicken or turkey and vegetables
58128210,Dressing with oysters
58128220,Dressing with chicken or turkey and vegetables
58128250,Dressing with meat and vegetables
58130011,Lasagna with meat
58130013,"Lasagna with meat, canned"
58130014,"Lasagna with meat, from restaurant"
58130015,"Lasagna with meat, home recipe"
58130016,"Lasagna with meat, frozen"
58130020,Lasagna with meat and spinach
58130140,Lasagna with chicken or turkey
58130150,"Lasagna, with chicken or turkey, and spinach"
58130310,"Lasagna, meatless"
58130320,"Lasagna, meatless, with vegetables"
58131100,"Ravioli, not specified as to filling, no sauce"
58131110,"Ravioli, not specified as to filling, with tomato sauce"
58131120,"Ravioli, not specified as to filling, with cream sauce"
58131310,"Ravioli, meat-filled, no sauce"
58131320,"Ravioli, meat-filled, with tomato sauce or meat sauce"
58131323,"Ravioli, meat-filled, with tomato sauce or meat sauce, canned"
58131330,"Ravioli, meat-filled, with cream sauce"
58131510,"Ravioli, cheese-filled, no sauce"
58131520,"Ravioli, cheese-filled, with tomato sauce"
58131523,"Ravioli, cheese-filled, with tomato sauce, canned"
58131530,"Ravioli, cheese-filled, with meat sauce"
58131535,"Ravioli, cheese-filled, with cream sauce"
58131590,"Ravioli, cheese and spinach-filled, no sauce"
58131600,"Ravioli, cheese and spinach-filled, with cream sauce"
58131610,"Ravioli, cheese and spinach filled, with tomato sauce"
58133110,"Manicotti, cheese-filled, no sauce"
58133120,"Manicotti, cheese-filled, with tomato sauce, meatless"
58133130,"Manicotti, cheese-filled, with meat sauce"
58133140,"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless"
58134110,"Stuffed shells, cheese-filled, no sauce"
58134120,"Stuffed shells, cheese-filled, with tomato sauce, meatless"
58134130,"Stuffed shells, cheese-filled, with meat sauce"
58134160,"Stuffed shells, cheese- and spinach- filled, no sauce"
58134210,"Stuffed shells, with chicken, with tomato sauce"
58134310,"Stuffed shells, with fish and/or shellfish, with tomato sauce"
58134610,"Tortellini, meat-filled, with tomato sauce"
58134613,"Tortellini, meat-filled, with tomato sauce, canned"
58134620,"Tortellini, cheese-filled, meatless, with tomato sauce"
58134623,"Tortellini, cheese-filled, meatless, with tomato sauce, canned"
58134640,"Tortellini, cheese-filled, meatless, with vinaigrette dressing"
58134650,"Tortellini, meat-filled, no sauce"
58134660,"Tortellini, cheese-filled, with cream sauce"
58134680,"Tortellini, cheese-filled, no sauce"
58134710,"Tortellini, spinach-filled, with tomato sauce"
58134720,"Tortellini, spinach-filled, no sauce"
58134810,"Cannelloni, cheese- and spinach-filled, no sauce"
58135110,Chow fun noodles with meat and vegetables
58135120,"Chow fun noodles with vegetables, meatless"
58136110,Lo mein
58136120,"Lo mein, meatless"
58136130,"Lo mein, with shrimp"
58136140,"Lo mein, with pork"
58136150,"Lo mein, with beef"
58136160,"Lo mein, with chicken"
58137210,Pad Thai
58137220,"Pad Thai, meatless"
58137230,Pad Thai with chicken
58137240,Pad Thai with seafood
58137250,Pad Thai with meat
58137300,"Adobo, with noodles"
58140110,"Spaghetti with corned beef, Puerto Rican style"
58140310,"Macaroni with tuna, Puerto Rican style"
58145110,Macaroni or noodles with cheese
58145111,"Macaroni or noodles with cheese, from restaurant"
58145112,"Macaroni or noodles with cheese, made from packaged mix"
58145113,"Macaroni or noodles with cheese, canned"
58145117,"Macaroni or noodles with cheese, Easy Mac type"
58145119,"Macaroni or noodles with cheese, made from reduced fat packaged mix"
58145120,Macaroni or noodles with cheese and tuna
58145135,Macaroni or noodles with cheese and meat
58145136,"Macaroni or noodles with cheese and meat, prepared from Hamburger Helper mix"
58145140,Macaroni or noodles with cheese and tomato
58145160,Macaroni or noodles with cheese and frankfurters or hot dogs
58145170,Macaroni or noodles with cheese and egg
58145190,Macaroni or noodles with cheese and chicken or turkey
58145300,"Macaroni or noodles with cheese, whole grain"
58146120,"Pasta with tomato-based sauce, cheese and meat"
58146150,Pasta with tomato-based sauce and cheese
58146160,"Pasta with vegetables, no sauce or dressing"
58146210,Pasta with sauce
58146215,"Pasta with sauce, meatless, school lunch"
58146221,"Pasta with tomato-based sauce, restaurant"
58146222,"Pasta with tomato-based sauce, home recipe"
58146223,"Pasta with tomato-based sauce, ready-to-heat"
58146301,"Pasta with tomato-based sauce, and added vegetables, restaurant"
58146302,"Pasta with tomato-based sauce, and added vegetables, home recipe"
58146303,"Pasta with tomato-based sauce, and added vegetables, ready-to-heat"
58146315,"Pasta with sauce and meat, from school lunch"
58146321,"Pasta with tomato-based sauce and meat, restaurant"
58146322,"Pasta with tomato-based sauce and meat, home recipe"
58146323,"Pasta with tomato-based sauce and meat, ready-to-heat"
58146331,"Pasta with tomato-based sauce, meat, and added vegetables, restaurant"
58146332,"Pasta with tomato-based sauce, meat, and added vegetables, home recipe"
58146333,"Pasta with tomato-based sauce, meat, and added vegetables, ready-to-heat"
58146341,"Pasta with tomato-based sauce and poultry, restaurant"
58146342,"Pasta with tomato-based sauce and poultry, home recipe"
58146343,"Pasta with tomato-based sauce and poultry, ready-to-heat"
58146351,"Pasta with tomato-based sauce, poultry, and added vegetables, restaurant"
58146352,"Pasta with tomato-based sauce, poultry, and added vegetables, home recipe"
58146353,"Pasta with tomato-based sauce, poultry, and added vegetables, ready-to-heat"
58146361,"Pasta with tomato-based sauce and seafood, restaurant"
58146362,"Pasta with tomato-based sauce and seafood, home recipe"
58146363,"Pasta with tomato-based sauce and seafood, ready-to-heat"
58146371,"Pasta with tomato-based sauce, seafood, and added vegetables, restaurant"
58146372,"Pasta with tomato-based sauce, seafood, and added vegetables, home recipe"
58146373,"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat"
58146381,"Pasta with cream sauce, restaurant"
58146382,"Pasta with cream sauce, home recipe"
58146383,"Pasta with cream sauce, ready-to-heat"
58146391,"Pasta with cream sauce and added vegetables, restaurant"
58146392,"Pasta with cream sauce and added vegetables, from home recipe"
58146393,"Pasta with cream sauce and added vegetables, ready-to-heat"
58146401,"Pasta with cream sauce and meat, restaurant"
58146402,"Pasta with cream sauce and meat, home recipe"
58146403,"Pasta with cream sauce and meat, ready-to-heat"
58146411,"Pasta with cream sauce, meat, and added vegetables, restaurant"
58146412,"Pasta with cream sauce, meat, and added vegetables, home recipe"
58146413,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat"
58146421,"Pasta with cream sauce and poultry, restaurant"
58146422,"Pasta with cream sauce and poultry, home recipe"
58146423,"Pasta with cream sauce and poultry, ready-to-heat"
58146431,"Pasta with cream sauce, poultry, and added vegetables, restaurant"
58146432,"Pasta with cream sauce, poultry, and added vegetables, home recipe"
58146433,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat"
